bus_id,route_id,route_short_name,route_long_name,stop_id,stop_name,stop_lat,stop_lon,departure_time,arrival_time,segment_distance_km,speed_kmh,traffic_level,source,destination,stop_sequence
BUS0057,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,101,Moti Nagar,28.657803,77.140488,2025-09-12 13:53:47,2025-09-12 13:53:27,1.041169089380165,26.77291944120423,Low,Dwarka Sector - 21,Vaishali,29
BUS0251,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,104,Tagore Garden,28.643795,77.112747,2025-09-12 14:10:36,2025-09-12 14:10:16,1.048663868337991,30.9441797214489,Low,Dwarka Sector - 21,Vaishali,30
BUS0214,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,109,Uttam Nagar East,28.624643,77.063126,2025-09-12 14:28:57,2025-09-12 14:28:37,0.7997550741815094,23.03294613642747,Medium,Dwarka Sector - 21,Vaishali,31
BUS0229,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,93,Barakhamba,28.629662,77.224876,2025-09-12 14:56:40,2025-09-12 14:56:20,0.6301475326535244,13.3443006914864,Medium,Dwarka Sector - 21,Vaishali,32
BUS0221,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,117,Dwarka Sector - 11,28.58642,77.049255,2025-09-12 15:32:01,2025-09-12 15:31:41,0.9742640969333805,27.61693503118244,Low,Dwarka Sector - 21,Vaishali,33
BUS0168,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,114,Dwarka Sector - 14,28.602232,77.02594,2025-09-12 15:32:33,2025-09-12 15:32:13,0.9016049883666096,26.17562869451447,Low,Dwarka Sector - 21,Vaishali,34
BUS0211,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,114,Dwarka Sector - 14,28.602232,77.02594,2025-09-12 16:13:37,2025-09-12 16:13:17,0.9016049883666096,26.17562869451447,Low,Dwarka Sector - 21,Vaishali,35
BUS0020,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,95,Jhandewalan,28.644312,77.199791,2025-09-12 16:34:37,2025-09-12 16:34:17,1.110877242651302,28.97940633003397,Low,Dwarka Sector - 21,Vaishali,36
BUS0223,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,115,Dwarka Sector - 13,28.59705,77.033043,2025-09-12 16:35:01,2025-09-12 16:34:41,0.9083506272251416,27.25051881675425,Low,Dwarka Sector - 21,Vaishali,37
BUS0186,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,92,Mandi House,28.625816,77.234726,2025-09-12 16:56:15,2025-09-12 16:55:55,1.052202595931646,28.05873589151057,Low,Dwarka Sector - 21,Vaishali,38
BUS0240,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,112,Dwarka Mor,28.619366,77.033188,2025-09-12 17:06:33,2025-09-12 17:06:13,1.14412229533066,21.12225775995065,Medium,Dwarka Sector - 21,Vaishali,39
BUS0139,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,73,Kaushambi,28.645428,77.322273,2025-09-12 17:24:20,2025-09-12 17:24:00,0.6194318459488025,16.39672533393889,Medium,Dwarka Sector - 21,Vaishali,40
BUS0015,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,100,Kirti Nagar,28.655773,77.148499,2025-09-12 17:27:18,2025-09-12 17:26:58,0.8136082401533082,21.07186809030151,Medium,Dwarka Sector - 21,Vaishali,41
BUS0075,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,50,Rajiv Chowk,28.632896,77.219574,2025-09-12 17:49:50,2025-09-12 17:49:30,1.474621224394028,34.0297205629391,Low,Dwarka Sector - 21,Vaishali,42
BUS0142,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,113,Dwarka,28.614899,77.022629,2025-09-12 17:53:30,2025-09-12 17:53:10,1.445115592217668,31.52979473929458,Low,Dwarka Sector - 21,Vaishali,43
BUS0077,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,111,Nawada,28.620222,77.044991,2025-09-12 18:04:26,2025-09-12 18:04:06,1.156002594009733,30.82673584025954,Low,Dwarka Sector - 21,Vaishali,44
BUS0228,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,73,Kaushambi,28.645428,77.322273,2025-09-12 18:17:08,2025-09-12 18:16:48,0.6194318459488025,16.39672533393889,Medium,Dwarka Sector - 21,Vaishali,45
BUS0188,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,101,Moti Nagar,28.657803,77.140488,2025-09-12 18:37:21,2025-09-12 18:37:01,1.041169089380165,26.77291944120423,Low,Dwarka Sector - 21,Vaishali,46
BUS0023,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,98,Patel Nagar,28.645037,77.167046,2025-09-12 18:39:17,2025-09-12 18:38:57,1.289488156462658,29.56788129468516,Low,Dwarka Sector - 21,Vaishali,47
BUS0265,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,95,Jhandewalan,28.644312,77.199791,2025-09-12 18:51:31,2025-09-12 18:51:11,1.110877242651302,28.97940633003397,Low,Dwarka Sector - 21,Vaishali,48
BUS0233,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,98,Patel Nagar,28.645037,77.167046,2025-09-12 19:01:01,2025-09-12 19:00:41,1.289488156462658,29.56788129468516,Low,Dwarka Sector - 21,Vaishali,49
BUS0100,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,112,Dwarka Mor,28.619366,77.033188,2025-09-12 19:18:15,2025-09-12 19:17:55,1.14412229533066,21.12225775995065,Medium,Dwarka Sector - 21,Vaishali,50
BUS0252,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,92,Mandi House,28.625816,77.234726,2025-09-12 19:50:19,2025-09-12 19:49:59,1.052202595931646,28.05873589151057,Low,Dwarka Sector - 21,Vaishali,51
BUS0113,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,107,Janak Puri East,28.633121,77.086578,2025-09-12 20:18:31,2025-09-12 20:18:11,0.9343703536560832,26.9098661852952,Low,Dwarka Sector - 21,Vaishali,52
BUS0246,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,107,Janak Puri East,28.633121,77.086578,2025-09-12 20:34:49,2025-09-12 20:34:29,0.9343703536560832,26.9098661852952,Low,Dwarka Sector - 21,Vaishali,53
BUS0007,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,105,Subash Nagar,28.640381,77.10273,2025-09-12 20:39:04,2025-09-12 20:38:44,0.7544138839471722,22.44537175380016,Medium,Dwarka Sector - 21,Vaishali,54
BUS0243,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,95,Jhandewalan,28.644312,77.199791,2025-09-12 21:01:55,2025-09-12 21:01:35,1.110877242651302,28.97940633003397,Low,Dwarka Sector - 21,Vaishali,55
BUS0204,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,72,Vaishali,28.650059,77.337608,2025-09-12 21:09:47,2025-09-12 21:09:27,1.582554714840545,32.55541127671979,Low,Dwarka Sector - 21,Vaishali,56
BUS0007,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,114,Dwarka Sector - 14,28.602232,77.02594,2025-09-12 21:17:13,2025-09-12 21:16:53,0.9016049883666096,26.17562869451447,Low,Dwarka Sector - 21,Vaishali,57
BUS0260,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,93,Barakhamba,28.629662,77.224876,2025-09-12 21:20:26,2025-09-12 21:20:06,0.6301475326535244,13.3443006914864,Medium,Dwarka Sector - 21,Vaishali,58
BUS0093,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,74,Anand Vihar,28.647005,77.316185,2025-09-12 21:20:54,2025-09-12 21:20:34,1.14708249535048,31.04884949820848,Low,Dwarka Sector - 21,Vaishali,59
BUS0129,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,96,Karol Bagh,28.643925,77.188416,2025-09-12 21:26:47,2025-09-12 21:26:27,0.373592351313331,9.745887425565158,High,Dwarka Sector - 21,Vaishali,60
BUS0138,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,108,Janak Puri West,28.629637,77.077866,2025-09-12 21:44:14,2025-09-12 21:43:54,1.542106161492973,35.36039605971147,Low,Dwarka Sector - 21,Vaishali,61
BUS0211,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,74,Anand Vihar,28.647005,77.316185,2025-09-12 22:04:22,2025-09-12 22:04:02,1.14708249535048,31.04884949820848,Low,Dwarka Sector - 21,Vaishali,62
BUS0195,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,91,Supreme Court,28.623438,77.2425,2025-09-12 22:08:29,2025-09-12 22:08:09,0.8035298820255697,20.66219696637179,Medium,Dwarka Sector - 21,Vaishali,63
BUS0179,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,120,Dwarka Sector - 8,28.565706,77.064896,2025-09-12 22:43:58,2025-09-12 22:43:38,1.713614656544243,30.53966714633304,Low,Dwarka Sector - 21,Vaishali,64
BUS0224,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,94,RK Ashram Marg,28.639217,77.206291,2025-09-12 22:50:50,2025-09-12 22:50:30,0.8504900930193158,23.02078447270328,Medium,Dwarka Sector - 21,Vaishali,65
BUS0284,6,B_DV,BLUE_Dwarka Sector - 21 to Vaishali,74,Anand Vihar,28.647005,77.316185,2025-09-12 23:00:52,2025-09-12 23:00:32,1.14708249535048,31.04884949820848,Low,Dwarka Sector - 21,Vaishali,66
BUS0266,7,G_KB,GREEN_Kirti Nagar to Brigadier Hoshiyar Singh,25,Nangloi,28.682356,77.064728,2025-09-12 06:35:30,2025-09-12 06:35:10,0.8957485679400949,25.79755875667473,Low,Kirti Nagar,Brigadier Hoshiyar Singh,1
BUS0170,7,G_KB,GREEN_Kirti Nagar to Brigadier Hoshiyar Singh,100,Kirti Nagar,28.655773,77.148499,2025-09-12 06:50:20,2025-09-12 06:50:00,0.8291454489429504,29.49890443869497,Low,Kirti Nagar,Brigadier Hoshiyar Singh,2
BUS0252,7,G_KB,GREEN_Kirti Nagar to Brigadier Hoshiyar Singh,23,Rajdhani Park,28.682217,77.043869,2025-09-12 07:50:09,2025-09-12 07:49:49,1.20200544052451,29.04174218716937,Low,Kirti Nagar,Brigadier Hoshiyar Singh,3
BUS0286,7,G_KB,GREEN_Kirti Nagar to Brigadier Hoshiyar Singh,34,Ashok Park Main,28.671572,77.155159,2025-09-12 07:55:45,2025-09-12 07:55:25,1.075478559859107,18.88645275850138,Medium,Kirti Nagar,Brigadier Hoshiyar Singh,4
BUS0033,7,G_KB,GREEN_Kirti Nagar to Brigadier Hoshiyar Singh,22,Mundka,28.682411,77.028282,2025-09-12 08:32:29,2025-09-12 08:32:09,1.520675486916937,39.10308394929267,Low,Kirti Nagar,Brigadier Hoshiyar Singh,5
BUS0207,7,G_KB,GREEN_Kirti Nagar to Brigadier Hoshiyar Singh,31,Madipur,28.676418,77.117294,2025-09-12 09:08:00,2025-09-12 09:07:40,1.08174685270241,29.95606669022058,Low,Kirti Nagar,Brigadier Hoshiyar Singh,6
BUS0244,7,G_KB,GREEN_Kirti Nagar to Brigadier Hoshiyar Singh,26,Maharaja Surajmal Stadium,28.681833,77.073891,2025-09-12 11:33:25,2025-09-12 11:33:05,0.4747038385781412,14.86029407722877,Medium,Kirti Nagar,Brigadier Hoshiyar Singh,7
BUS0067,7,G_KB,GREEN_Kirti Nagar to Brigadier Hoshiyar Singh,29,Paschim Vihar (West),28.678539,77.102119,2025-09-12 13:21:00,2025-09-12 13:20:40,0.9979036611017336,35.92453179966241,Low,Kirti Nagar,Brigadier Hoshiyar Singh,8
BUS0205,7,G_KB,GREEN_Kirti Nagar to Brigadier Hoshiyar Singh,35,Satguru Ram Singh Marg,28.662188,77.157829,2025-09-12 13:46:20,2025-09-12 13:46:00,1.156528029499863,34.69584088499588,Low,Kirti Nagar,Brigadier Hoshiyar Singh,9
BUS0240,7,G_KB,GREEN_Kirti Nagar to Brigadier Hoshiyar Singh,31,Madipur,28.676418,77.117294,2025-09-12 14:27:00,2025-09-12 14:26:40,1.08174685270241,29.95606669022058,Low,Kirti Nagar,Brigadier Hoshiyar Singh,10
BUS0013,7,G_KB,GREEN_Kirti Nagar to Brigadier Hoshiyar Singh,34,Ashok Park Main,28.671572,77.155159,2025-09-12 14:29:45,2025-09-12 14:29:25,1.075478559859107,18.88645275850138,Medium,Kirti Nagar,Brigadier Hoshiyar Singh,11
BUS0210,7,G_KB,GREEN_Kirti Nagar to Brigadier Hoshiyar Singh,25,Nangloi,28.682356,77.064728,2025-09-12 14:59:30,2025-09-12 14:59:10,0.8957485679400949,25.79755875667473,Low,Kirti Nagar,Brigadier Hoshiyar Singh,12
BUS0101,7,G_KB,GREEN_Kirti Nagar to Brigadier Hoshiyar Singh,30,Paschim Vihar (East),28.677305,77.112251,2025-09-12 15:39:20,2025-09-12 15:39:00,0.5017628683860377,12.90247375849811,Medium,Kirti Nagar,Brigadier Hoshiyar Singh,13
BUS0191,7,G_KB,GREEN_Kirti Nagar to Brigadier Hoshiyar Singh,26,Maharaja Surajmal Stadium,28.681833,77.073891,2025-09-12 15:47:25,2025-09-12 15:47:05,0.4747038385781412,14.86029407722877,Medium,Kirti Nagar,Brigadier Hoshiyar Singh,14
BUS0028,7,G_KB,GREEN_Kirti Nagar to Brigadier Hoshiyar Singh,30,Paschim Vihar (East),28.677305,77.112251,2025-09-12 18:31:20,2025-09-12 18:31:00,0.5017628683860377,12.90247375849811,Medium,Kirti Nagar,Brigadier Hoshiyar Singh,15
BUS0085,7,G_KB,GREEN_Kirti Nagar to Brigadier Hoshiyar Singh,35,Satguru Ram Singh Marg,28.662188,77.157829,2025-09-12 18:54:20,2025-09-12 18:54:00,1.156528029499863,34.69584088499588,Low,Kirti Nagar,Brigadier Hoshiyar Singh,16
BUS0068,7,G_KB,GREEN_Kirti Nagar to Brigadier Hoshiyar Singh,28,Peera Garhi,28.67972,77.092491,2025-09-12 20:23:15,2025-09-12 20:22:55,0.9483824570498132,25.29019885466169,Low,Kirti Nagar,Brigadier Hoshiyar Singh,17
BUS0056,8,G_IB,GREEN_Inderlok to Brigadier Hoshiyar Singh,198,Tikri Kalan,28.686899,76.977249,2025-09-12 07:18:28,2025-09-12 07:18:08,1.603458085319774,31.37200601712601,Low,Inderlok,Brigadier Hoshiyar Singh,1
BUS0257,8,G_IB,GREEN_Inderlok to Brigadier Hoshiyar Singh,32,Shivaji Park,28.674965,77.128258,2025-09-12 07:28:15,2025-09-12 07:27:55,1.746488204984434,39.29598461214976,Low,Inderlok,Brigadier Hoshiyar Singh,2
BUS0285,8,G_IB,GREEN_Inderlok to Brigadier Hoshiyar Singh,201,Bahadurgarh City,28.690784,76.935265,2025-09-12 08:56:39,2025-09-12 08:56:19,1.553285352068207,31.59224444884488,Low,Inderlok,Brigadier Hoshiyar Singh,3
BUS0130,8,G_IB,GREEN_Inderlok to Brigadier Hoshiyar Singh,22,Mundka,28.682411,77.028282,2025-09-12 09:06:54,2025-09-12 09:06:34,1.520675486916937,39.10308394929267,Low,Inderlok,Brigadier Hoshiyar Singh,4
BUS0247,8,G_IB,GREEN_Inderlok to Brigadier Hoshiyar Singh,199,Tikri Border,28.687876,76.963783,2025-09-12 09:18:05,2025-09-12 09:17:45,1.318038609345628,30.22254136079146,Low,Inderlok,Brigadier Hoshiyar Singh,5
BUS0139,8,G_IB,GREEN_Inderlok to Brigadier Hoshiyar Singh,33,Punjabi Bagh,28.672943,77.146011,2025-09-12 09:36:35,2025-09-12 09:36:15,0.905405870519148,22.47904230254436,Medium,Inderlok,Brigadier Hoshiyar Singh,6
BUS0249,8,G_IB,GREEN_Inderlok to Brigadier Hoshiyar Singh,196,Mundka Industrial Area (M.I.A),28.68396,76.989822,2025-09-12 10:57:24,2025-09-12 10:57:04,3.755719626151913,29.95606669022058,Low,Inderlok,Brigadier Hoshiyar Singh,7
BUS0063,8,G_IB,GREEN_Inderlok to Brigadier Hoshiyar Singh,32,Shivaji Park,28.674965,77.128258,2025-09-12 12:42:15,2025-09-12 12:41:55,1.746488204984434,39.29598461214976,Low,Inderlok,Brigadier Hoshiyar Singh,8
BUS0117,8,G_IB,GREEN_Inderlok to Brigadier Hoshiyar Singh,200,Pandit Shree Ram Sharma,28.689213,76.951088,2025-09-12 13:37:42,2025-09-12 13:37:22,1.24722441862404,28.59877647800345,Low,Inderlok,Brigadier Hoshiyar Singh,9
BUS0003,8,G_IB,GREEN_Inderlok to Brigadier Hoshiyar Singh,24,Nangloi Railway Station,28.682091,77.05619,2025-09-12 15:09:05,2025-09-12 15:08:45,0.8334095250127426,23.07903300035287,Medium,Inderlok,Brigadier Hoshiyar Singh,10
BUS0105,8,G_IB,GREEN_Inderlok to Brigadier Hoshiyar Singh,201,Bahadurgarh City,28.690784,76.935265,2025-09-12 16:30:39,2025-09-12 16:30:19,1.553285352068207,31.59224444884488,Low,Inderlok,Brigadier Hoshiyar Singh,11
BUS0282,8,G_IB,GREEN_Inderlok to Brigadier Hoshiyar Singh,30,Paschim Vihar (East),28.677305,77.112251,2025-09-12 19:22:45,2025-09-12 19:22:25,0.5017628683860377,12.90247375849811,Medium,Inderlok,Brigadier Hoshiyar Singh,12
BUS0219,8,G_IB,GREEN_Inderlok to Brigadier Hoshiyar Singh,201,Bahadurgarh City,28.690784,76.935265,2025-09-12 19:47:39,2025-09-12 19:47:19,1.553285352068207,31.59224444884488,Low,Inderlok,Brigadier Hoshiyar Singh,13
BUS0048,8,G_IB,GREEN_Inderlok to Brigadier Hoshiyar Singh,34,Ashok Park Main,28.671572,77.155159,2025-09-12 20:25:10,2025-09-12 20:24:50,1.485593308442443,31.45962300231055,Low,Inderlok,Brigadier Hoshiyar Singh,14
BUS0036,9,V_KB,VIOLET_Kashmere Gate to Badarpur Border,160,Lal Quila,28.657576,77.236595,2025-09-12 07:00:29,2025-09-12 07:00:09,1.419080625291479,27.03010714840913,Low,Kashmere Gate,Badarpur Border,1
BUS0009,9,V_KB,VIOLET_Kashmere Gate to Badarpur Border,132,Govind Puri,28.544413,77.264259,2025-09-12 07:12:16,2025-09-12 07:11:56,0.7806808247962843,20.36558673381611,Medium,Kashmere Gate,Badarpur Border,2
BUS0122,9,V_KB,VIOLET_Kashmere Gate to Badarpur Border,133,Harkesh Nagar Okhla,28.543194,77.275955,2025-09-12 07:33:31,2025-09-12 07:33:11,1.150471250364226,21.2394692374934,Medium,Kashmere Gate,Badarpur Border,3
BUS0081,9,V_KB,VIOLET_Kashmere Gate to Badarpur Border,128,Moolchand,28.564629,77.234222,2025-09-12 08:32:19,2025-09-12 08:31:59,0.6840765067551106,17.59053874513141,Medium,Kashmere Gate,Badarpur Border,4
BUS0059,9,V_KB,VIOLET_Kashmere Gate to Badarpur Border,160,Lal Quila,28.657576,77.236595,2025-09-12 09:27:17,2025-09-12 09:26:57,1.419080625291479,27.03010714840913,Low,Kashmere Gate,Badarpur Border,5
BUS0289,9,V_KB,VIOLET_Kashmere Gate to Badarpur Border,130,Nehru Place,28.551134,77.251511,2025-09-12 09:27:27,2025-09-12 09:27:07,1.213350971497255,27.47209746786238,Low,Kashmere Gate,Badarpur Border,6
BUS0258,9,V_KB,VIOLET_Kashmere Gate to Badarpur Border,129,Kailash Colony,28.554617,77.239738,2025-09-12 09:31:36,2025-09-12 09:31:16,1.236777353311294,27.65464889391713,Low,Kashmere Gate,Badarpur Border,7
BUS0245,9,V_KB,VIOLET_Kashmere Gate to Badarpur Border,122,ITO,28.627205,77.240952,2025-09-12 09:54:31,2025-09-12 09:54:11,1.478359713941524,38.56590558108324,Low,Kashmere Gate,Badarpur Border,8
BUS0193,9,V_KB,VIOLET_Kashmere Gate to Badarpur Border,129,Kailash Colony,28.554617,77.239738,2025-09-12 10:39:36,2025-09-12 10:39:16,1.236777353311294,27.65464889391713,Low,Kashmere Gate,Badarpur Border,9
BUS0034,9,V_KB,VIOLET_Kashmere Gate to Badarpur Border,158,Delhi Gate,28.640488,77.240303,2025-09-12 11:41:01,2025-09-12 11:40:41,1.133538687028562,25.66502687611838,Low,Kashmere Gate,Badarpur Border,10
BUS0064,9,V_KB,VIOLET_Kashmere Gate to Badarpur Border,132,Govind Puri,28.544413,77.264259,2025-09-12 12:01:40,2025-09-12 12:01:20,0.7806808247962843,20.36558673381611,Medium,Kashmere Gate,Badarpur Border,11
BUS0165,9,V_KB,VIOLET_Kashmere Gate to Badarpur Border,126,Jangpura,28.583231,77.239662,2025-09-12 12:20:26,2025-09-12 12:20:06,1.031065220306912,25.25057682384275,Low,Kashmere Gate,Badarpur Border,12
BUS0134,9,V_KB,VIOLET_Kashmere Gate to Badarpur Border,132,Govind Puri,28.544413,77.264259,2025-09-12 12:22:04,2025-09-12 12:21:44,0.7806808247962843,20.36558673381611,Medium,Kashmere Gate,Badarpur Border,13
BUS0035,9,V_KB,VIOLET_Kashmere Gate to Badarpur Border,126,Jangpura,28.583231,77.239662,2025-09-12 12:36:14,2025-09-12 12:35:54,1.031065220306912,25.25057682384275,Low,Kashmere Gate,Badarpur Border,14
BUS0241,9,V_KB,VIOLET_Kashmere Gate to Badarpur Border,123,Janpath,28.627817,77.218956,2025-09-12 13:37:15,2025-09-12 13:36:55,1.555187661486888,25.56472868197625,Low,Kashmere Gate,Badarpur Border,15
BUS0172,9,V_KB,VIOLET_Kashmere Gate to Badarpur Border,158,Delhi Gate,28.640488,77.240303,2025-09-12 14:05:13,2025-09-12 14:04:53,1.133538687028562,25.66502687611838,Low,Kashmere Gate,Badarpur Border,16
BUS0119,9,V_KB,VIOLET_Kashmere Gate to Badarpur Border,92,Mandi House,28.625816,77.234726,2025-09-12 14:36:36,2025-09-12 14:36:16,0.6269946266619614,18.05744524786449,Medium,Kashmere Gate,Badarpur Border,17
BUS0010,9,V_KB,VIOLET_Kashmere Gate to Badarpur Border,125,Jawahar Lal Nehru Stadium,28.590475,77.23307,2025-09-12 17:30:47,2025-09-12 17:30:27,1.441609278249371,29.3208666762584,Low,Kashmere Gate,Badarpur Border,18
BUS0227,9,V_KB,VIOLET_Kashmere Gate to Badarpur Border,129,Kailash Colony,28.554617,77.239738,2025-09-12 18:08:24,2025-09-12 18:08:04,1.236777353311294,27.65464889391713,Low,Kashmere Gate,Badarpur Border,19
BUS0238,9,V_KB,VIOLET_Kashmere Gate to Badarpur Border,128,Moolchand,28.564629,77.234222,2025-09-12 18:12:31,2025-09-12 18:12:11,0.6840765067551106,17.59053874513141,Medium,Kashmere Gate,Badarpur Border,20
BUS0279,9,V_KB,VIOLET_Kashmere Gate to Badarpur Border,159,Jama Masjid,28.650393,77.237556,2025-09-12 18:46:46,2025-09-12 18:46:26,0.804198864000415,25.6204947823141,Low,Kashmere Gate,Badarpur Border,21
BUS0247,9,V_KB,VIOLET_Kashmere Gate to Badarpur Border,126,Jangpura,28.583231,77.239662,2025-09-12 19:01:38,2025-09-12 19:01:18,1.031065220306912,25.25057682384275,Low,Kashmere Gate,Badarpur Border,22
BUS0010,9,V_KB,VIOLET_Kashmere Gate to Badarpur Border,132,Govind Puri,28.544413,77.264259,2025-09-12 20:04:28,2025-09-12 20:04:08,0.7806808247962843,20.36558673381611,Medium,Kashmere Gate,Badarpur Border,23
BUS0194,9,V_KB,VIOLET_Kashmere Gate to Badarpur Border,129,Kailash Colony,28.554617,77.239738,2025-09-12 20:38:00,2025-09-12 20:37:40,1.236777353311294,27.65464889391713,Low,Kashmere Gate,Badarpur Border,24
BUS0114,9,V_KB,VIOLET_Kashmere Gate to Badarpur Border,158,Delhi Gate,28.640488,77.240303,2025-09-12 22:33:13,2025-09-12 22:32:53,1.133538687028562,25.66502687611838,Low,Kashmere Gate,Badarpur Border,25
BUS0279,10,V_KR,VIOLET_Kashmere Gate to Raja Nahar Singh,160,Lal Quila,28.657576,77.236595,2025-09-12 08:09:29,2025-09-12 08:09:09,1.419080625291479,27.03010714840913,Low,Kashmere Gate,Raja Nahar Singh,1
BUS0203,10,V_KR,VIOLET_Kashmere Gate to Raja Nahar Singh,122,ITO,28.627205,77.240952,2025-09-12 10:05:07,2025-09-12 10:04:47,1.478359713941524,38.56590558108324,Low,Kashmere Gate,Raja Nahar Singh,2
BUS0233,10,V_KR,VIOLET_Kashmere Gate to Raja Nahar Singh,139,Sarai,28.47794,77.304932,2025-09-12 10:16:55,2025-09-12 10:16:35,1.743102628310116,33.37856096764052,Low,Kashmere Gate,Raja Nahar Singh,3
BUS0264,10,V_KR,VIOLET_Kashmere Gate to Raja Nahar Singh,146,Bata Chowk,28.386362,77.298782,2025-09-12 10:21:11,2025-09-12 10:20:51,1.887848208986832,43.2882391869592,Low,Kashmere Gate,Raja Nahar Singh,4
BUS0170,10,V_KR,VIOLET_Kashmere Gate to Raja Nahar Singh,137,Tughlakabad Station,28.502232,77.29866,2025-09-12 10:38:14,2025-09-12 10:37:54,1.972096065078998,33.48842374662451,Low,Kashmere Gate,Raja Nahar Singh,5
BUS0211,10,V_KR,VIOLET_Kashmere Gate to Raja Nahar Singh,124,Khan Market,28.602682,77.228096,2025-09-12 11:51:38,2025-09-12 11:51:18,2.080355944276128,32.28138534221578,Low,Kashmere Gate,Raja Nahar Singh,6
BUS0200,10,V_KR,VIOLET_Kashmere Gate to Raja Nahar Singh,128,Moolchand,28.564629,77.234222,2025-09-12 12:02:19,2025-09-12 12:01:59,0.6840765067551106,17.59053874513141,Medium,Kashmere Gate,Raja Nahar Singh,7
BUS0265,10,V_KR,VIOLET_Kashmere Gate to Raja Nahar Singh,123,Janpath,28.627817,77.218956,2025-09-12 13:05:03,2025-09-12 13:04:43,1.555187661486888,25.56472868197625,Low,Kashmere Gate,Raja Nahar Singh,8
BUS0239,10,V_KR,VIOLET_Kashmere Gate to Raja Nahar Singh,134,Jasola-Apollo,28.538084,77.285538,2025-09-12 13:19:13,2025-09-12 13:18:53,1.095044519216211,24.33432264924915,Medium,Kashmere Gate,Raja Nahar Singh,9
BUS0225,10,V_KR,VIOLET_Kashmere Gate to Raja Nahar Singh,130,Nehru Place,28.551134,77.251511,2025-09-12 13:44:39,2025-09-12 13:44:19,1.213350971497255,27.47209746786238,Low,Kashmere Gate,Raja Nahar Singh,10
BUS0236,10,V_KR,VIOLET_Kashmere Gate to Raja Nahar Singh,159,Jama Masjid,28.650393,77.237556,2025-09-12 13:57:22,2025-09-12 13:57:02,0.804198864000415,25.6204947823141,Low,Kashmere Gate,Raja Nahar Singh,11
BUS0227,10,V_KR,VIOLET_Kashmere Gate to Raja Nahar Singh,8,Kashmere Gate,28.667879,77.228012,2025-09-12 14:46:20,2025-09-12 14:46:00,1.363332374626224,27.47209746786238,Low,Kashmere Gate,Raja Nahar Singh,12
BUS0043,10,V_KR,VIOLET_Kashmere Gate to Raja Nahar Singh,159,Jama Masjid,28.650393,77.237556,2025-09-12 15:27:22,2025-09-12 15:27:02,0.804198864000415,25.6204947823141,Low,Kashmere Gate,Raja Nahar Singh,13
BUS0273,10,V_KR,VIOLET_Kashmere Gate to Raja Nahar Singh,135,Sarita Vihar,28.528622,77.288345,2025-09-12 15:54:55,2025-09-12 15:54:35,1.087273144864653,24.16162544143674,Medium,Kashmere Gate,Raja Nahar Singh,14
BUS0097,10,V_KR,VIOLET_Kashmere Gate to Raja Nahar Singh,130,Nehru Place,28.551134,77.251511,2025-09-12 16:17:39,2025-09-12 16:17:19,1.213350971497255,27.47209746786238,Low,Kashmere Gate,Raja Nahar Singh,15
BUS0111,10,V_KR,VIOLET_Kashmere Gate to Raja Nahar Singh,145,Neelam Chowk Ajronda,28.400707,77.309105,2025-09-12 17:34:10,2025-09-12 17:33:50,1.292348060391347,31.43549336087061,Low,Kashmere Gate,Raja Nahar Singh,16
